업체명	배출량	주소	시	군구	위도	경도
(유)셀가드코리아	134888	충청북도 청주시 청원구 오창읍 연구단지로 208	충청북도	청주시 청원구 오창읍	127.4365881	36.7182657
(유)피피지코리아	421	부산광역시 남구 신선로356번길 21	부산광역시	남구	129.0975615	35.1167928
(유)피피지코리아	306	충청남도 천안시 동남구 풍세면 용두4길 60	충청남도	천안시 동남구 풍세면	127.1171733	36.7454357
(주)EG메탈	0	울산광역시 남구 처용로 687	울산광역시	남구	129.3550919	35.4692579
(주)LG생명과학온산공장	1456	울산광역시 울주군 온산읍 화산리 580번지 이지로 19	울산광역시	울주군 온산읍	129.3295643	35.4309669
(주)LG생활건강	60	울산광역시 울주군 온양읍 덕망로 275 LG생활건강	울산광역시	울주군 온양읍	129.2930111	35.4519662
(주)LG화학	5275	전라남도 여수시 여수산단4로 58	전라남도	여수시	127.6857423	34.8334587
(주)LG화학나주공장	1750	전라남도 나주시 나주로 54	전라남도	나주시	126.718351	35.0258461
(주)LG화학대산공장	17654	충청남도 서산시 대산읍 독곶1로 54 LG화학 대산공장	충청남도	서산시 대산읍	126.3807672	37.0071004
(주)LG화학익산공장	0	전라북도 익산시 석암로 99	전라북도	익산시	127.0044739	35.9492737
(주)SFC	309	전라남도 여수시 여수산단1로 342-42	전라남도	여수시	127.6485828	34.8316202
(주)SIMPACMETALLOY제2공장	0	경상북도 포항시 남구 서원재로 22	경상북도	포항시 남구	129.3860742	35.9868801
(주)SNOGEN	318	충청남도 천안시 동남구 광덕면 세종로 4162 주)SNOGEN	충청남도	천안시 동남구 광덕면	127.1596455	36.6917065
(주)TSR	398	경상북도 구미시 수출대로7길 11	경상북도	구미시	128.3767222	36.1126169
(주)강남	99	부산광역시 사하구 구평로 16	부산광역시	사하구	128.9919924	35.0757044
(주)건화	12265	경상남도 거제시 연초면 연하해안로 841-54	경상남도	거제시 연초면	128.5960646	34.9407318
(주)건화이엔지	3	경상북도 경산시 진량읍 공단8로 91	경상북도	경산시 진량읍	128.8303832	35.8664521
(주)경기색소	0	부산광역시 사하구 을숙도대로 526	부산광역시	사하구	128.9629581	35.084722
(주)경농	14	대구광역시 달서구 달서대로58길 15	대구광역시	달서구	128.4944393	35.8257395
(주)경보제약	3074	충청남도 아산시 실옥로 174	충청남도	아산시	126.98213	36.7949961
(주)경인	6	인천광역시 부평구 경인로1024번길 33	인천광역시	부평구	126.7340725	37.4859335
(주)경인금속공업	0	인천광역시 서구 원전로59번길 23	인천광역시	서구	126.6444169	37.5518395
(주)경인양행	1538	인천광역시 서구 건지로 199	인천광역시	서구	126.6641026	37.4996885
(주)경인양행	13	경기도 시흥시 경제로 27	경기도	시흥시	126.7023546	37.3406743
(주)경인양행	1283	경기도 안산시 단원구 산단로 26	경기도	안산시 단원구	126.7850894	37.2978009
(주)경일금속	941	부산광역시 강서구 녹산산단261로31번길 9	부산광역시	강서구	128.8450183	35.0915535
(주)고려비엔피	32	충청남도 예산군 신암면 추사로 235-9 신암산업단지	충청남도	예산군 신암면	126.8228226	36.7461959
(주)고려시멘트	0	전라남도 장성군 장성읍 영천로 35	전라남도	장성군 장성읍	126.7790113	35.2921911
(주)광성금속	153	충청남도 천안시 동남구 성남면 용원4길 87-61 용원리	충청남도	천안시 동남구 성남면	127.2148693	36.7453679
(주)광성텍	2	충청북도 음성군 삼성면 금일로 701	충청북도	음성군 삼성면	127.5143154	37.0156391
(주)광원목재	3	경기 평택시 포승읍 평택항만길 425	경기도	평택시 포승읍	126.8314578	36.9821786
(주)광진피엠	0	광주광역시 북구 첨단벤처로 156	광주광역시	북구	126.8581	35.235868
(주)교우산업	198	경기도 시흥시 옥구천서로131번길 21	경기도	시흥시	126.7086481	37.3390741
(주)국인산업	10	경상북도 구미시 3공단3로 46-79	경상북도	구미시	128.4139321	36.0853002
(주)국제금속	214	경상북도 영천시 금호읍 오계공단길 1-61 오계리 34-3번지	경상북도	영천시 금호읍	128.8917495	35.9162256
(주)그린텍코리아	133912	경기도 화성시 장안면 3.1만세로322번길 33	경기도	화성시 장안면	126.8432847	37.0991392
(주)금비	0	충청남도 아산시 실옥로 156	충청남도	아산시	126.9837923	36.7940463
(주)금비	0	경기도 이천시 부발읍 중부대로1707번길 13	경기도	이천시 부발읍	127.4920962	37.2942117
(주)나노브릭	0	경기도 평택시 산단로52번길 68	경기도	평택시	127.0728019	37.0327935
(주)나라케이아이씨광양공장	0	전라남도 광양시 태인4길 10	전라남도	광양시	127.7591748	34.940153
(주)남선알미늄구미공장	7	경상북도 구미시 수출대로9길 80	경상북도	구미시	128.3802637	36.1194584
(주)남선알미늄자동차사업부문	5574	경상북도 구미시 1공단로 251	경상북도	구미시	128.3918375	36.1037737
(주)남주실업	26	광주광역시 광산구 하남산단3번로 14-61	광주광역시	광산구	126.803525	35.18891
(주)남청	0	부산광역시 사하구 다대로1066번길 39	부산광역시	사하구	128.9556601	35.079011
(주)남청3공장	0	부산광역시 사하구 다대로1066번길 42	부산광역시	사하구	128.9559901	35.0779021
(주)네오넌트	0	경상남도 양산시 산막공단남10길 31 호계동	경상남도	양산시	129.0668423	35.3643466
(주)넥센	2	경상남도 김해시 김해대로 2595	경상남도	김해시	128.910825	35.2294846
(주)넥센	15	경기도 시흥시 협력로 200	경기도	시흥시	126.711941	37.345199
(주)노루비케미칼	8	충청남도 천안시 서북구 백석공단1로 111	충청남도	천안시 서북구	127.105144	36.832091
(주)노루오토코팅	1752	경기도 화성시 장안면 장안공단7길 28	경기도	화성시 장안면	126.8405533	37.1146947
(주)노루케미칼	168	경기도 안산시 단원구 첨단로285번길 7	경기도	안산시 단원구	126.7524257	37.3048799
(주)노루코일코팅	0	경상북도 포항시 남구 장흥로39번길 54	경상북도	포항시 남구	129.3740652	35.9761071
(주)노루페인트	185	경기도 안양시 만안구 박달로 351	경기도	안양시 만안구	126.8929968	37.4051801
(주)노루페인트칠서공장	14	경상남도 함안군 칠서면 공단동길 129	경상남도	함안군 칠서면	128.485851	35.3721889
(주)뉴그린	153	경기도 평택시 포승읍 포승공단순환로 602	경기도	평택시 포승읍	126.8326584	36.9870674
(주)뉴인텍	2550	충청남도 아산시 음봉면 음봉면로 243	충청남도	아산시 음봉면	127.0261086	36.8642689
(주)뉴프렉스	17	경기도 안산시 단원구 만해로 181	경기도	안산시 단원구	126.758985	37.3244926
(주)다다	0	경기도 안산시 단원구 산단로 97	경기도	안산시 단원구	126.7870125	37.3047333
(주)단석산업	14	경기도 시흥시 협력로 165	경기도	시흥시	126.707404	37.3440991
(주)대경벤드	2	경상남도 양산시 어곡공단로 137	경상남도	양산시	129.0175633	35.3836114
(주)대경하이텍	0	경기 시흥시 소망공원로 188 정왕동 1265-2 2라 203호 103동	경기도	시흥시	126.7194769	37.3354326
(주)대동켐텍	1387	경기도 안성시 서운면 제3공단1길 68-18	경기도	안성시 서운면	127.2692555	36.9742253
(주)대림화학	567	경상남도 함안군 칠서면 공단동1길 71	경상남도	함안군 칠서면	128.4801313	35.3720639
(주)대성금속	0	세종특별자치시 부강면 부강외천로 48-48	세종특별자치시	부강면	127.3716112	36.5242865
(주)대성메탈	493	경상북도 경주시 강동면 천북산단로 191-8	경상북도	경주시 강동면	129.269051	35.9458772
(주)대양	0	대구광역시 서구 문화로 77	대구광역시	서구	128.5411962	35.8756198
(주)대양물산	3	경기도 양주시 광적면 화합로147번길 33	경기도	양주시 광적면	126.9537405	37.8584576
(주)대양플라텍	0	충청남도 당진시 합덕읍 농공단지길 24	충청남도	당진시 합덕읍	126.7250056	36.8051673
(주)대영금속	61955	경상북도 경산시 진량읍 공단4로5길 13	경상북도	경산시 진량읍	128.820375	35.8646154
(주)대원	0	충청북도 청주시 흥덕구 직지대로435번길 15	충청북도	청주시 흥덕구	127.439438	36.645315
(주)대원산업	51	대구광역시 달서구 성서로64길 26	대구광역시	달서구	128.51005	35.8450487
(주)대원포리머	57	충청북도 충주시 주덕읍 중원산업로 178	충청북도	충주시 주덕읍	127.7510054	37.0114606
(주)대유글로벌 전주지점 1공장	64	전북 완주군 봉동읍 완주산단4로 133	전라북도	완주군 봉동읍	127.1314093	35.9419823
(주)대유신소재화성지점	231	경기도 화성시 팔탄면 노하길454번길 27	경기도	화성시 팔탄면	126.8763883	37.1615579
(주)대일산업	83	경기도 안산시 단원구 성곡로134번길 15	경기도	안산시 단원구	126.760137	37.3210111
(주)대주씨에스	6347	경상북도 청도군 풍각면 봉기1길 31-19	경상북도	청도군 풍각면	128.6011	35.6355737
(주)대중	0	경상북도 고령군 다산면 다산산단로 28-12	경상북도	고령군 다산면	128.395688	35.789867
(주)대진전지	11	경상북도 구미시 1공단로6길 134	경상북도	구미시	128.376625	36.0902904
(주)대창	44	경기도 시흥시 공단1대로 391	경기도	시흥시	126.742601	37.3283431
(주)대촌	28	충청북도 음성군 삼성면 금일로 1282	충청북도	음성군 삼성면	127.476838	37.043342
(주)대하	2619	충청남도 당진시 순성면 순성로 773	충청남도	당진시 순성면	126.7298875	36.8625071
(주)대한솔루션	30276	인천광역시 남동구 남동대로369번길 67	인천광역시	남동구	126.7024375	37.4173929
(주)대한주물	54	경상북도 고령군 다산면 다산산단로 60	경상북도	고령군 다산면	128.39205	35.789983
(주)대한지엠피	0	인천광역시 남동구 남동대로 284	인천광역시	남동구	126.7017471	37.4093507
(주)대한항공	498	부산광역시 강서구 대저2동	부산광역시	강서구	128.9564622	35.1785772
(주)대호산업	18	경기도 안산시 단원구 별망로 506	경기도	안산시 단원구	126.7808865	37.3013805
(주)대흥라디에터	0	경기도 양주시 광적면 현석로 720 43-7	경기도	양주시 광적면	126.9791017	37.8464323
(주)대흥알앤티	260	경상남도 김해시 진례면 서부로436번길 70-25	경상남도	김해시 진례면	128.7444045	35.2687779
(주)덕성하이텍	15531	경기도 안성시 서운면 제3공단1길 160	경기도	안성시 서운면	127.2648259	36.9717433
(주)도솔	0	경기도 시흥시 공단1대로132번길 32	경기도	시흥시	126.7155908	37.3400829
(주)동광FRP산업	5	경기도 김포시 월곶면 고양로 41	경기도	김포시 월곶면	126.5539449	37.6964112
(주)동광화학	31	부산광역시 사하구 신산북로 21	부산광역시	사하구	128.9664261	35.0916354
(주)동국에스엔씨	1164	경상북도 포항시 남구 대송로 62	경상북도	포항시 남구	129.3638891	35.9866761
(주)동서기공시화지점	16	경기도 시흥시 경기과기대로 252	경기도	시흥시	126.7361014	37.3364836
(주)동서전자	2772	경상북도 구미시 산동면 첨단기업로 102	경상북도	구미시 산동면	128.4487529	36.1421216
(주)동성코퍼레이션	3	전남 여수시 여수산단2로 223-40	전라남도	여수시	127.6503927	34.8156893
(주)동성화학	119	부산광역시 사하구 신산로 99	부산광역시	사하구	128.9657725	35.0908166
(주)동양테크윈	1496	부산광역시 강서구 녹산산단231로 46	부산광역시	강서구	128.8431	35.0927413
(주)동양플랜트부문예산컴플렉스지점	1	충청남도 예산군 고덕면 호음덕령길 60	충청남도	예산군 고덕면	126.727	36.7739083
(주)동양하드웨어	10	인천광역시 남동구 남동서로 277	인천광역시	남동구	126.6962781	37.4142258
(주)동양환경	287	대전광역시 대덕구 문평동로48번길 125	대전광역시	대덕구	127.4054987	36.4520382
(주)동영정밀	0	대전광역시 대덕구 대전로1331번길 40	대전광역시	대덕구	127.4184246	36.3739219
(주)동원	0	경기도 양주시 은현면 화합로 1067-16	경기도	양주시 은현면	127.0373535	37.853826
(주)동원김포	0	경기도 김포시 대곶면 대명항로414번길 89	경기도	김포시 대곶면	126.5765779	37.6521766
(주)동진상사	16090	대구광역시 서구 염색공단천로7길 10	대구광역시	서구	128.5495213	35.890025
(주)동진쎄미켐	421	경기도 시흥시 소망공원로 16	경기도	시흥시	126.7047667	37.344549
(주)동진쎄미켐	1	인천광역시 서구 백범로 644	인천광역시	서구	126.6842935	37.4789556
(주)동진주공	0	인천광역시 서구 경서동 363-157 17BL 16LT 인천광역시 서구 사렴로 32번길 A동	인천광역시	서구	126.6409048	37.552576
(주)동진판지	0	경기도 광주시 곤지암읍 신만로 275-25	경기도	광주시 곤지암읍	127.3932768	37.3491452
(주)동철	0	경기도 화성시 기안길 101	경기도	화성시	126.9840331	37.2304331
(주)동희	56	충청남도 아산시 선장면 서부남로 150-46	충청남도	아산시 선장면	126.8738387	36.7844446
(주)동희산업	565	울산광역시 남구 처용로 675	울산광역시	남구	129.3510298	35.4700827
(주)두산전자사업익산공장	90	전라북도 익산시 서동로 627	전라북도	익산시	127.0114256	35.9543687
(주)디디다이아	5	충청남도 보령시 성주면 성주산로 778	충청남도	보령시 성주면	126.6516374	36.30125
(주)디아이디	2	충청북도 진천군 광혜원면 죽현리 148-2 죽현길33	충청북도	진천군 광혜원면	127.4233554	36.9458805
(주)디에스아이씨	0	경기도 안산시 단원구 산단로19번길 229	경기도	안산시 단원구	126.7601	37.3043884
(주)디에이피	29	경기도 안성시 미양면 안성맞춤대로 474-22	경기도	안성시 미양면	127.2486263	36.9621996
(주)디에이피안산공장	21	경기도 안산시 단원구 만해로230번길 12	경기도	안산시 단원구	126.7617797	37.3218258
(주)디엔씨	89	경상남도 김해시 진영읍 김해대로 118-51	경상남도	김해시 진영읍	128.7102362	35.2971279
(주)디케이디앤아이	441	전라남도 여수시 여수산단로 802	전라남도	여수시	127.6974957	34.8447841
(주)디케이씨	0	전라북도 익산시 석암로7길 73-4	전라북도	익산시	127.0067266	35.9522366
(주)레스코	10	경상북도 포항시 남구 중앙로62번길 4-1	경상북도	포항시 남구	129.3702818	36.0186646
(주)메라톤	1763	인천광역시 남동구 남동대로79번길 54	인천광역시	남동구	126.6867171	37.3956606
(주)메인텍	17	경기도 안산시 단원구 신원로 79	경기도	안산시 단원구	126.7519091	37.3182374
(주)명화금속	9	충청남도 당진시 신평면 신평길 225-136	충청남도	당진시 신평면	126.7904936	36.8914219
(주)모코	0	경북 고령군 다산면 다산산단로 191	경상북도	고령군 다산면	128.3778177	35.7939773
(주)미래테크윈제2공장	0	인천광역시 남동구 남동동로78번길 52	인천광역시	남동구	126.6976542	37.391034
(주)미래하이텍	30	인천광역시 남동구 남동동로 129 남동공단 94b-7l	인천광역시	남동구	126.6980625	37.3968237
(주)바체	142	경기도 화성시 정남면 덕절제기길 28	경기도	화성시 정남면	127.0175898	37.132645
(주)바커케미칼코리아	0	충청북도 진천군 덕산면 덕금로 641	충청북도	진천군 덕산면	127.496947	36.9022896
(주)백광테크	9	대구광역시 북구 오봉로22길 29-5	대구광역시	북구	128.5815991	35.8966252
(주)백광테크	1	대구광역시 달서구 성서공단북로 341	대구광역시	달서구	128.5099552	35.843922
(주)범우	78	울산광역시 울주군 온산읍 온산로 219-3	울산광역시	울주군 온산읍	129.3336	35.4580744
(주)벽산영동공장	92	충청북도 영동군 용산면 남부로 1500-42	충청북도	영동군 용산면	127.826046	36.2947223
(주)벽산익산공장	2509	전라북도 익산시 서동로 675	전라북도	익산시	127.0134744	35.9565492
(주)보광부산공장	0	부산광역시 사상구 사상로 430	부산광역시	사상구	128.9864603	35.182777
(주)보락	2942	경기도 화성시 양감면 초록로 720-37	경기도	화성시 양감면	126.9817125	37.1132654
(주)보생	0	부산광역시 사상구 낙동대로881번길 27-29	부산광역시	사상구	128.9693135	35.137919
(주)볼빅	0	충청북도 음성군 대소면 대금로 628	충청북도	음성군 대소면	127.5070621	36.968319
(주)부국산업	0	전라남도 광양시 제철로 2148-97	전라남도	광양시	127.766546	34.9254604
(주)부흥산업사	17	경기도 안산시 단원구 산단로68번길 11	경기도	안산시 단원구	126.7882417	37.3022361
(주)비앤티	0	전라북도 익산시 석암로3길 17-26	전라북도	익산시	126.9995258	35.9520163
(주)비에이치	18	인천광역시 부평구 평천로199번길 25	인천광역시	부평구	126.712018	37.518243
(주)비에이치제2공장	69	인천광역시 서구 가재울로 48	인천광역시	서구	126.6785096	37.4797408
(주)비엠아이	6460	충청남도 아산시 선장면 삽교천로 50	충청남도	아산시 선장면	126.8619499	36.8068049
(주)삼락열처리	2000	부산광역시 강서구 녹산산단17로 8	부산광역시	강서구	128.8239481	35.0975359
(주)삼락열처리김해지점	8400	경상남도 김해시 분성로557번길 22	경상남도	김해시	128.9069875	35.2378096
(주)삼양바이오팜MD공장	3602	대전광역시 대덕구 문평서로18번길 55	대전광역시	대덕구	127.4008919	36.4452811
(주)삼양바이오팜의약공장	4450	대전광역시 대덕구 신일동로 79	대전광역시	대덕구	127.4116717	36.4402526
(주)삼양사 울산1공장	4678	울산광역시 남구 장생포로 285	울산광역시	남구	129.3756546	35.514769
(주)삼양사 울산2공장	0	울산광역시 남구 매암동 360-25	울산광역시	남구	129.372871	35.5176942
(주)삼영피앤텍	0	경기도 안산시 단원구 목내로 129	경기도	안산시 단원구	126.7752858	37.3109045
(주)삼우당진공장	70	충청남도 당진시 송산면 무수들길 394	충청남도	당진시 송산면	126.6715914	36.976441
(주)삼원	1137	경상북도 경산시 압량면 대학로 498-10	경상북도	경산시 압량면	128.769726	35.8508464
(주)삼원강재	3486	경상북도 포항시 남구 대송면 철강산단로66번길 40	경상북도	포항시 남구 대송면	129.3724222	35.9571927
(주)삼원열처리	21	인천광역시 남동구 남동동로138번길 91	인천광역시	남동구	126.703378	37.3953943
(주)삼정	0	경기도 동두천시 강변로702번길 63	경기도	동두천시	127.0534672	37.9302001
(주)삼중	0	인천광역시 남동구 능허대로625번길 88	인천광역시	남동구	126.685	37.3948154
(주)삼진철구	2958	경기도 화성시 서신면 제부로722번길 43-11 삼진철구	경기도	화성시 서신면	126.6958797	37.1691636
(주)상신금속	208	경기도 안산시 단원구 번영1로 96	경기도	안산시 단원구	126.7398213	37.3160671
(주)상신정공	1600	경상북도 칠곡군 왜관읍 공단로1길 71-9	경상북도	칠곡군 왜관읍	128.4317457	35.9718005
(주)상아뉴매틱	4500	대구광역시 달성군 다사읍 세천로3길 36	대구광역시	달성군 다사읍	128.4671742	35.8743378
(주)상원화성	0	충청남도 천안시 서북구 성거읍 봉주로 268	충청남도	천안시 서북구 성거읍	127.1767967	36.8783695
(주)서머텍코리아	1	경상남도 창원시 성산구 창원대로 1204	경상남도	창원시 성산구	128.713047	35.1918312
(주)서울경금속	199	인천광역시 남동구 호구포로 97	인천광역시	남동구	126.7020421	37.3934355
(주)서울금속	7	인천광역시 서구 드림로 483-2	인천광역시	서구	126.6925908	37.5884672
(주)서원	164	경기도 안산시 단원구 산단로67번길 94	경기도	안산시 단원구	126.7759318	37.3053068
(주)서진캠	0	경기도 평택시 청북면 청북산단로 31	경기도	평택시 청북읍	126.9731209	37.0519563
(주)서천산업	12	충청남도 서천군 종천면 종천공단길32번길 21	충청남도	서천군 종천면	126.6975879	36.1140571
(주)서한안타민	305	인천광역시 남동구 앵고개로622번길 51	인천광역시	남동구	126.7057597	37.3877647
(주)선경테크	0	인천 남동구 남동서로362번길 51 남촌동 남동공단 6블럭 13롯트	인천광역시	남동구	126.7051731	37.4187266
(주)선경화성	0	울산광역시 울주군 온산읍 화산1길 18	울산광역시	울주군 온산읍	129.3300455	35.4236385
(주)선일다이파스	56	충청북도 진천군 광혜원면 광혜원산단2길 14	충청북도	진천군 광혜원면	127.437456	36.9795329
(주)선진화학	4128	경기도 안산시 단원구 해안로 256	경기도	안산시 단원구	126.7848603	37.2955151
(주)성남화학	11	경기도 포천시 가산면 포천로736번길 45	경기도	포천시 가산면	127.2050203	37.8382779
(주)성도	5	경상북도 김천시 감천면 금감로 1252	경상북도	김천시 감천면	128.130825	36.040767
(주)성산레텍	0	경기도 양주시 광적면 부흥로956번길 143	경기도	양주시 광적면	126.9878354	37.8065555
(주)성우	7040	경북 구미시 3공단1로 132	경상북도	구미시	128.4036875	36.0938154
(주)성일	110	경상남도 김해시 한림면 퇴래리 1031번길 20	경상남도	김해시 한림면	128.8040153	35.2982165
(주)성일플레이팅	45	대구 달서구 성서로64길 25	대구광역시	달서구	128.5100872	35.8456439
(주)성진글로벌	43850	광주 광산구 평동로913번길 43	광주광역시	광산구	126.7731625	35.1294571
(주)세계산업	0	경남 김해시 김해대로2635번길 66-1	경상남도	김해시	128.9161179	35.2353781
(주)세기리텍	88	경상북도 영천시 금호읍 오계공단길 1-67	경상북도	영천시 금호읍	128.8929092	35.9157573
(주)세기정밀	0	부산광역시 강서구 녹산산단261로59번길 6	부산광역시	강서구	128.8455748	35.0946329
(주)세림TTC양산지점	932	경상남도 양산시 산막공단남2길 11	경상남도	양산시	129.0486329	35.3665854
(주)세명기업	0	경상북도 경산시 진량읍 신상리 1210 경산시 진량읍 공단4로 20	경상북도	경산시 진량읍	128.8213008	35.8625906
(주)세송	3758	경상남도 고성군 고성읍 율대6길 63	경상남도	고성군 고성읍	128.3570905	34.9648762
(주)세아베스틸	89	전라북도 군산시 외항로 522	전라북도	군산시	126.6100625	35.9669679
(주)세아베스틸 창녕공장	0	경상남도 창녕군 대합면 대합산업단지로 100	경상남도	창녕군 대합면	128.4396787	35.6181968
(주)세아에삽	16	경상남도 창원시 성산구 정동로62번길 56	경상남도	창원시 성산구	128.68935	35.194918
(주)세아에프에스	6	경기도 평택시 진위면 신리길 19	경기도	평택시 진위면	127.0673723	37.0978641
(주)세아에프에스	1	광주광역시 광산구 안청동 738-3번지	광주광역시	광산구	126.8089209	35.2123566
(주)세아제강	1111	전라북도 군산시 자유로 241	전라북도	군산시	126.5746537	35.9589081
(주)세정	4	충청남도 아산시 둔포면 아산호로840번길 65-20	충청남도	아산시 둔포면	127.000838	36.90934
(주)세진메탈	95	울산광역시 울주군 온산읍 원봉로 15	울산광역시	울주군 온산읍	129.3395948	35.4183727
(주)세진중공업	5580	울산광역시 울주군 온산읍 당월로 216-18	울산광역시	울주군 온산읍	129.3539933	35.4229558
(주)소모옵티칼	5730	강원도 횡성군 공근면 영서로 800	강원도	횡성군 공근면	127.9359375	37.5768083
(주)수문상사	288	경기도 동두천시 강변로730번길 25-29	경기도	동두천시	127.0502857	37.9334858
(주)수양	0	대구광역시 서구 염색공단천로16길 5	대구광역시	서구	128.5436547	35.8894322
(주)스타플렉스	1144	충청북도 음성군 삼성면 대성로 417	충청북도	음성군 삼성면	127.4953498	37.0022058
(주)승진기계	9	경기도 안산시 단원구 성곡로22번길 33	경기도	안산시 단원구	126.7578	37.3108541
(주)시디즈	308	경기도 평택시 세교산단로 67-20	경기도	평택시	127.0800281	37.0136059
(주)신라금속	2	부산광역시 강서구 녹산산단17로14번길 34	부산광역시	강서구	128.826425	35.0957737
(주)신명금속	0	경상북도 영천시 대창면 금박로 908	경상북도	영천시 대창면	128.8813123	35.8733503
(주)신승	0	경기도 안산시 단원구 신원로 311	경기도	안산시 단원구	126.7704145	37.3095173
(주)신아양행	140	충청남도 공주시 우성면 보적동길 8-26	충청남도	공주시 우성면	127.031663	36.452551
(주)신양피혁	0	경기도 안산시 단원구 장자골로 11	경기도	안산시 단원구	126.7628621	37.3087712
(주)신용금속	0	경기도 안산시 단원구 동산로27번길 96	경기도	안산시 단원구	126.7904107	37.3201445
(주)신용금속	0	경기 안산시 단원구 해봉로 187	경기도	안산시 단원구	126.7629417	37.3195732
(주)신우지엠티	170	경상북도 경주시 외동읍 모화산단길 114	경상북도	경주시 외동읍	129.3220158	35.6828025
(주)신우탑텍	0	대구광역시 달성군 구지면 달성2차1로 37	대구광역시	달성군 구지면	128.421629	35.6318757
(주)신창메디칼	60	경상북도 구미시 1공단로6길 144	경상북도	구미시	128.3761313	36.0896904
(주)신호인더스트리	352	충청남도 예산군 고덕면 지곡오추길 31	충청남도	예산군 고덕면	126.7229801	36.7538505
